Date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
11:00:00 14-10-2023,5,1441.96,5.53,49.35,18.95,40.53,81.95,88.48,6.52
12:00:00 14-10-2023,4,1201.63,1.56,40.44,27.54,35.29,58.73,63.34,5.7
13:00:00 14-10-2023,4,1201.63,1.19,43.53,23.96,39.1,54.14,58.41,6.14
14:00:00 14-10-2023,4,1214.98,0.91,43.87,17.52,39.58,50.04,53.96,6.4
15:00:00 14-10-2023,3,1214.98,1.2,42.84,10.82,37.67,47.52,51.23,6.4
16:00:00 14-10-2023,3,1214.98,1.12,37.7,8.4,32.42,44.06,47.48,5.57
17:00:00 14-10-2023,3,1348.5,4.08,38.39,2.86,34.33,47.36,51.62,6.02
18:00:00 14-10-2023,4,1562.12,12.18,38.73,0.11,40.05,54.99,60.53,6.97
19:00:00 14-10-2023,4,1695.63,16.76,38.04,0.02,41.48,61.36,68.12,7.85
20:00:00 14-10-2023,5,2269.74,27.27,39.76,0.0,42.92,86.25,99.18,12.03
21:00:00 14-10-2023,5,3124.24,45.15,41.13,0.0,47.21,129.05,149.78,16.72
22:00:00 14-10-2023,5,3952.03,63.48,42.84,0.0,52.93,174.24,199.62,20.77
23:00:00 14-10-2023,5,4486.08,76.0,44.55,0.0,56.74,199.89,225.51,21.03
00:00:00 15-10-2023,5,4379.27,77.78,46.61,0.0,55.79,192.16,213.12,16.72
01:00:00 15-10-2023,5,4058.84,74.21,50.72,0.0,59.6,176.62,193.85,14.19
02:00:00 15-10-2023,5,2670.29,56.33,48.67,0.0,68.66,119.48,129.61,8.99
03:00:00 15-10-2023,5,2243.04,51.86,43.18,0.0,66.76,101.73,110.58,9.12
04:00:00 15-10-2023,5,2162.93,55.43,40.44,0.0,71.53,99.96,109.04,10.64
05:00:00 15-10-2023,5,2189.64,63.48,42.16,0.0,82.02,105.98,116.11,12.41
06:00:00 15-10-2023,5,2189.64,70.63,41.47,0.0,90.6,110.27,121.56,12.92
07:00:00 15-10-2023,5,2296.45,78.68,39.41,0.01,97.27,116.92,130.66,14.19
08:00:00 15-10-2023,5,2590.18,88.51,41.13,0.02,109.67,130.79,147.08,15.33
09:00:00 15-10-2023,5,2830.51,93.88,42.16,0.03,116.35,138.54,156.24,15.58
10:00:00 15-10-2023,5,2777.1,88.51,40.44,0.12,112.53,129.48,146.94,15.58
11:00:00 15-10-2023,5,2109.53,38.0,49.35,7.78,72.48,86.38,97.21,10.77
12:00:00 15-10-2023,4,1789.09,13.86,55.52,16.63,55.79,67.78,75.12,8.49
13:00:00 15-10-2023,4,1735.69,8.72,55.52,25.39,53.41,65.17,71.4,7.98
14:00:00 15-10-2023,4,1708.98,7.15,54.84,24.68,53.41,60.64,66.41,7.92
15:00:00 15-10-2023,4,1735.69,9.16,58.95,16.99,60.08,61.16,67.39,8.61
16:00:00 15-10-2023,4,1815.8,12.85,63.75,8.85,67.71,64.41,71.23,8.87
17:00:00 15-10-2023,4,2029.42,23.02,69.23,1.97,79.15,74.23,82.27,9.63
18:00:00 15-10-2023,5,2296.45,36.66,65.12,0.05,85.83,84.28,94.18,10.39
19:00:00 15-10-2023,5,2349.85,42.47,57.58,0.0,81.06,89.2,100.96,11.4
20:00:00 15-10-2023,5,2403.26,43.81,54.84,0.0,78.2,96.39,110.13,12.92
21:00:00 15-10-2023,5,2323.15,44.7,51.41,0.0,75.34,99.58,114.49,13.55
22:00:00 15-10-2023,5,2189.64,41.13,47.3,0.0,67.71,96.49,110.7,13.55
23:00:00 15-10-2023,5,2082.82,35.32,43.18,0.0,54.36,91.12,103.82,12.79
00:00:00 16-10-2023,5,2082.82,33.08,39.76,0.0,44.82,88.49,99.56,11.4
01:00:00 16-10-2023,5,2136.23,34.87,38.04,0.0,43.87,89.77,100.14,11.02
02:00:00 16-10-2023,5,2056.12,33.53,36.33,0.0,41.96,88.65,98.44,10.77
03:00:00 16-10-2023,5,1895.9,29.95,33.93,0.0,39.58,82.9,91.88,10.13
04:00:00 16-10-2023,5,1789.09,27.27,33.24,0.0,41.96,78.03,85.95,9.37
05:00:00 16-10-2023,4,1668.93,24.59,35.3,0.0,49.11,73.28,79.76,8.11
06:00:00 16-10-2023,4,1682.28,25.7,34.27,0.0,51.5,74.75,81.47,8.49
07:00:00 16-10-2023,5,1789.09,29.5,31.53,0.25,53.41,80.18,88.36,9.88
08:00:00 16-10-2023,5,1895.9,30.85,32.9,0.82,57.22,77.84,86.49,9.63
09:00:00 16-10-2023,4,1949.31,32.19,39.07,1.32,64.85,71.95,80.84,9.37
10:00:00 16-10-2023,4,1976.01,36.21,44.55,1.86,77.25,69.67,79.26,10.01
11:00:00 16-10-2023,4,1842.5,26.82,51.41,5.72,74.39,61.51,70.63,8.99
12:00:00 16-10-2023,4,1642.23,12.63,58.26,8.14,66.76,52.27,60.45,8.49
13:00:00 16-10-2023,3,1522.06,5.87,58.26,13.77,63.9,47.33,54.81,8.23
14:00:00 16-10-2023,4,1575.47,8.49,59.63,18.24,69.62,51.96,60.02,9.25
15:00:00 16-10-2023,4,1815.8,13.19,67.86,11.98,83.92,67.37,76.72,10.64
16:00:00 16-10-2023,5,2029.42,16.09,71.97,7.6,88.69,81.34,91.51,10.89
17:00:00 16-10-2023,5,2216.34,18.33,74.03,1.22,86.78,89.11,99.86,10.89
18:00:00 16-10-2023,5,2323.15,25.93,71.29,0.02,86.78,94.56,106.36,11.27
19:00:00 16-10-2023,5,2349.85,29.95,69.23,0.0,86.78,100.22,112.72,11.91
20:00:00 16-10-2023,5,2349.85,29.95,67.86,0.0,83.92,105.38,118.46,12.29
21:00:00 16-10-2023,5,2269.74,28.61,62.38,0.0,79.15,106.0,119.2,12.03
22:00:00 16-10-2023,5,2136.23,26.15,54.15,0.0,69.62,100.49,112.52,11.02
23:00:00 16-10-2023,5,1922.61,21.46,45.93,0.01,57.22,86.69,95.68,8.99
00:00:00 17-10-2023,4,1655.58,16.99,39.41,0.02,46.25,66.22,71.76,6.4
01:00:00 17-10-2023,3,1361.85,12.41,33.93,0.09,37.67,47.25,50.89,5.07
02:00:00 17-10-2023,3,1148.22,7.26,29.82,0.45,30.52,32.97,35.74,4.43
03:00:00 17-10-2023,3,1108.17,7.49,27.42,0.34,29.33,29.2,31.97,4.81
04:00:00 17-10-2023,3,1161.58,11.51,26.39,0.07,32.42,30.86,33.95,5.45
05:00:00 17-10-2023,3,1268.39,18.33,27.08,0.01,38.62,34.98,38.5,6.02
06:00:00 17-10-2023,3,1388.55,23.69,27.08,0.0,41.48,39.24,43.2,6.65
07:00:00 17-10-2023,3,1628.88,28.61,27.42,0.04,43.87,47.61,53.03,8.23
08:00:00 17-10-2023,4,1976.01,36.66,29.82,0.37,51.5,58.36,65.81,10.01
09:00:00 17-10-2023,4,2136.23,37.1,37.01,1.79,60.08,64.33,72.82,10.51
10:00:00 17-10-2023,4,2082.82,26.15,47.98,6.79,61.99,64.41,72.44,10.01
11:00:00 17-10-2023,3,1562.12,6.59,39.76,33.97,41.48,45.03,49.92,6.46
12:00:00 17-10-2023,3,1361.85,1.96,35.3,50.07,35.76,36.34,40.12,5.64
13:00:00 17-10-2023,3,1321.79,0.68,34.27,50.07,34.81,31.82,35.31,5.76
14:00:00 17-10-2023,3,1588.82,0.62,44.55,25.39,39.1,37.79,43.61,8.74
15:00:00 17-10-2023,4,1976.01,5.14,51.41,3.98,44.35,51.26,60.23,11.15
16:00:00 17-10-2023,4,2323.15,16.32,48.67,0.34,49.59,64.93,76.22,12.92
17:00:00 17-10-2023,5,2750.4,31.74,46.61,0.03,56.74,79.12,92.28,14.82
18:00:00 17-10-2023,5,2803.8,40.23,43.53,0.0,57.22,83.43,97.52,13.68
19:00:00 17-10-2023,5,2403.26,36.21,41.47,0.0,55.31,78.87,92.49,11.91
20:00:00 17-10-2023,5,3845.21,65.27,40.44,0.0,59.6,153.22,183.02,20.01
21:00:00 17-10-2023,5,5981.45,109.97,37.01,0.0,66.76,270.32,322.01,30.91
22:00:00 17-10-2023,5,7263.18,139.47,34.62,0.0,82.97,362.73,428.85,49.14
23:00:00 17-10-2023,5,8010.86,159.14,35.64,0.0,103.95,416.76,487.54,72.96
00:00:00 18-10-2023,5,8438.11,177.03,35.3,0.0,103.0,445.03,500.44,73.97
01:00:00 18-10-2023,5,8972.17,202.06,34.62,0.0,94.41,489.38,532.68,65.86
02:00:00 18-10-2023,5,8865.36,209.21,32.56,0.0,80.11,500.75,535.21,55.73
03:00:00 18-10-2023,5,8117.68,198.48,29.47,0.0,75.34,473.26,500.27,56.74
04:00:00 18-10-2023,5,7263.18,185.97,27.08,0.0,79.15,440.19,463.01,63.84
05:00:00 18-10-2023,5,6675.72,178.81,25.02,0.0,82.97,419.23,440.65,68.9
06:00:00 18-10-2023,5,6248.47,173.45,20.56,0.0,68.66,394.47,417.05,51.68
07:00:00 18-10-2023,5,6248.47,168.09,17.99,0.02,61.99,371.68,401.26,35.46
08:00:00 18-10-2023,5,2590.18,91.2,29.47,0.07,92.51,135.3,150.09,14.69
09:00:00 18-10-2023,5,2296.45,91.2,30.85,0.04,104.9,109.42,123.04,13.3
10:00:00 18-10-2023,5,1949.31,75.1,30.16,0.08,95.37,85.62,97.49,11.78
11:00:00 18-10-2023,3,1081.47,20.79,31.53,0.53,47.21,36.71,42.07,6.33
12:00:00 18-10-2023,2,867.84,8.05,29.82,0.92,35.76,22.77,26.36,5.0
13:00:00 18-10-2023,2,827.79,5.14,29.47,1.42,32.9,18.97,22.05,4.69
14:00:00 18-10-2023,2,881.2,7.49,28.79,1.41,35.76,19.81,23.28,5.45
15:00:00 18-10-2023,2,974.66,13.41,28.79,0.82,41.48,23.91,27.93,6.33
16:00:00 18-10-2023,3,1068.12,16.76,29.13,0.32,42.44,27.17,31.36,6.14
17:00:00 18-10-2023,3,1255.04,23.02,30.5,0.14,46.73,33.62,38.51,6.65
18:00:00 18-10-2023,3,1468.66,31.29,31.87,0.01,52.93,41.49,47.72,7.85
19:00:00 18-10-2023,3,1575.47,35.76,32.56,0.0,57.22,48.93,56.96,9.37
20:00:00 18-10-2023,5,3578.19,81.36,33.59,0.0,70.57,141.35,168.36,23.05
21:00:00 18-10-2023,5,6622.31,150.2,34.62,0.0,92.51,303.37,352.27,41.04
22:00:00 18-10-2023,5,9399.41,216.36,38.39,0.0,131.61,478.95,534.83,72.96
23:00:00 18-10-2023,5,11535.64,268.22,45.93,0.0,179.29,623.97,680.32,109.43
00:00:00 19-10-2023,5,12496.95,303.98,50.72,0.0,186.92,697.12,742.75,109.43
01:00:00 19-10-2023,5,12710.57,332.59,52.78,0.0,162.12,733.21,768.13,83.09
02:00:00 19-10-2023,5,12283.33,339.75,50.72,0.0,129.7,697.26,723.57,57.25
03:00:00 19-10-2023,5,11856.08,350.48,51.41,0.0,125.89,658.49,680.14,53.7
04:00:00 19-10-2023,5,11642.46,364.78,55.52,0.0,141.14,634.74,656.4,59.78
05:00:00 19-10-2023,5,11001.59,368.36,58.26,0.0,148.77,630.63,657.41,63.33
06:00:00 19-10-2023,5,10253.91,361.2,50.04,0.0,115.39,637.56,668.3,47.12
07:00:00 19-10-2023,5,10360.72,364.78,42.5,0.01,90.6,673.62,711.8,31.66
08:00:00 19-10-2023,5,4325.87,227.09,71.29,0.04,185.01,377.71,400.53,2.06
09:00:00 19-10-2023,5,3685.0,202.06,67.17,0.1,181.2,314.09,335.98,5.89
10:00:00 19-10-2023,5,3231.05,164.51,61.01,0.19,154.5,261.23,281.26,8.49
11:00:00 19-10-2023,5,1628.88,45.6,51.41,2.39,65.8,101.03,109.88,5.7
12:00:00 19-10-2023,4,1174.93,12.29,51.41,5.9,45.78,51.04,56.63,5.45
13:00:00 19-10-2023,3,1134.87,7.82,53.47,8.31,46.73,41.47,46.83,5.95
14:00:00 19-10-2023,3,1188.28,9.28,58.26,3.0,54.36,39.86,45.8,6.9
15:00:00 19-10-2023,4,1522.06,30.85,67.17,1.02,89.65,54.97,62.89,9.5
16:00:00 19-10-2023,5,2109.53,57.22,89.11,0.6,139.24,87.13,97.14,11.15
17:00:00 19-10-2023,5,2696.99,76.0,101.45,0.34,156.4,122.31,135.34,10.77
18:00:00 19-10-2023,5,2937.32,81.36,93.22,0.02,137.33,133.63,148.99,10.39
19:00:00 19-10-2023,5,2510.07,55.43,69.92,0.0,85.83,108.48,122.8,9.37
20:00:00 19-10-2023,5,2403.26,41.13,52.09,0.0,52.93,97.77,114.53,11.65
21:00:00 19-10-2023,5,2670.29,43.36,44.55,0.0,46.73,110.07,132.42,14.44
22:00:00 19-10-2023,5,2830.51,47.39,40.78,0.0,48.64,122.51,149.05,16.97
23:00:00 19-10-2023,5,3017.43,54.54,38.04,0.0,51.98,134.28,163.62,19.76
00:00:00 20-10-2023,5,3177.64,65.27,35.99,0.0,54.36,142.65,168.96,20.01
01:00:00 20-10-2023,5,3391.27,80.47,35.99,0.0,64.85,161.26,185.01,23.05
02:00:00 20-10-2023,5,3337.86,86.72,34.62,0.0,66.76,169.05,190.47,24.32
03:00:00 20-10-2023,5,3044.13,83.15,32.22,0.0,56.27,161.43,179.82,18.75
04:00:00 20-10-2023,5,2803.8,79.57,30.5,0.0,46.73,153.55,169.85,14.31
05:00:00 20-10-2023,5,2803.8,79.57,29.82,0.0,41.96,153.89,169.25,12.03
06:00:00 20-10-2023,5,2964.02,82.25,28.45,0.0,40.53,159.66,175.72,11.53
07:00:00 20-10-2023,5,3417.97,88.51,27.42,0.09,45.3,178.15,199.1,13.93
08:00:00 20-10-2023,5,2910.61,87.62,69.23,1.04,97.27,186.13,206.85,6.84
09:00:00 20-10-2023,5,3284.45,94.77,85.68,1.52,121.12,220.87,245.08,7.73
10:00:00 20-10-2023,5,3578.19,106.39,93.22,0.94,148.77,235.73,262.74,9.37
11:00:00 20-10-2023,5,2750.4,67.06,100.08,4.16,125.89,179.86,198.49,6.52
12:00:00 20-10-2023,5,2296.45,42.92,106.93,4.02,109.67,142.77,156.74,6.59
13:00:00 20-10-2023,5,1922.61,23.47,95.96,8.31,84.88,103.87,115.17,6.27
14:00:00 20-10-2023,4,1508.71,11.62,74.03,30.4,62.94,72.41,81.14,5.89
15:00:00 20-10-2023,4,1308.44,8.61,60.32,62.23,57.22,60.03,67.48,6.33
16:00:00 20-10-2023,4,1201.63,5.59,51.41,82.25,49.59,52.51,59.27,6.4
17:00:00 20-10-2023,5,2510.07,7.15,78.83,36.84,51.5,83.51,96.67,12.92
18:00:00 20-10-2023,5,5126.95,41.57,97.33,0.35,67.71,155.1,180.26,20.27
19:00:00 20-10-2023,5,7370.0,92.98,95.96,0.0,91.55,244.76,282.95,28.88
20:00:00 20-10-2023,5,8438.11,121.59,104.19,0.0,112.53,325.94,376.71,40.02
21:00:00 20-10-2023,5,8651.73,134.11,104.19,0.0,111.58,379.06,439.6,39.01
22:00:00 20-10-2023,5,8117.68,128.75,98.71,0.0,95.37,395.86,462.93,33.44
23:00:00 20-10-2023,5,7370.0,116.23,93.22,0.0,74.39,377.9,444.03,27.61
00:00:00 21-10-2023,5,6622.31,109.08,85.0,0.0,57.7,350.36,400.2,22.55
01:00:00 21-10-2023,5,5874.63,98.35,74.71,0.0,43.87,321.7,359.43,19.51
02:00:00 21-10-2023,5,4806.52,76.89,62.38,0.0,31.95,276.22,301.38,17.73
03:00:00 21-10-2023,5,4058.84,63.48,54.15,0.0,29.09,244.83,262.07,16.72
04:00:00 21-10-2023,5,3845.21,60.8,51.41,0.0,32.42,238.49,252.82,16.47
05:00:00 21-10-2023,5,3150.94,53.2,69.23,0.0,55.31,227.84,239.64,9.25
06:00:00 21-10-2023,5,3150.94,63.48,79.51,0.0,77.25,248.75,261.87,7.66
07:00:00 21-10-2023,5,3685.0,82.25,84.31,0.0,98.23,277.3,294.16,9.75
08:00:00 21-10-2023,5,3791.81,83.15,89.11,0.25,115.39,255.42,273.37,7.98
09:00:00 21-10-2023,5,2910.61,55.88,65.8,1.65,85.83,149.4,163.55,7.79
10:00:00 21-10-2023,4,1628.88,26.6,45.24,6.08,56.74,57.12,66.77,7.28
11:00:00 21-10-2023,2,881.2,7.93,36.33,25.39,39.1,21.33,27.17,5.32
12:00:00 21-10-2023,2,774.38,3.16,36.67,40.05,38.15,18.22,23.11,5.07
13:00:00 21-10-2023,2,794.41,1.84,37.36,42.56,36.72,18.54,23.01,5.0
14:00:00 21-10-2023,2,841.14,1.03,41.47,32.19,39.1,19.56,23.77,5.13
15:00:00 21-10-2023,2,907.9,1.16,46.61,21.46,44.35,22.07,26.5,5.57
16:00:00 21-10-2023,2,961.3,0.89,50.04,14.48,45.78,24.07,28.9,5.89
17:00:00 21-10-2023,3,1188.28,3.86,53.47,7.78,48.64,28.8,35.04,6.97
18:00:00 21-10-2023,3,1628.88,15.65,58.95,0.4,61.04,41.51,50.31,8.74
19:00:00 21-10-2023,4,2029.42,32.63,61.01,0.0,76.29,59.39,71.47,10.39
20:00:00 21-10-2023,5,2723.69,49.17,61.69,0.0,75.34,90.66,109.62,12.92
21:00:00 21-10-2023,5,3524.78,65.27,57.58,0.0,68.66,129.64,154.42,15.2
22:00:00 21-10-2023,5,3898.62,73.31,53.47,0.0,61.99,156.16,182.1,16.47
23:00:00 21-10-2023,5,3791.81,70.63,52.09,0.0,52.93,156.6,179.52,15.07
00:00:00 22-10-2023,5,3284.45,65.27,51.41,0.0,49.59,135.87,152.98,10.39
01:00:00 22-10-2023,5,2590.18,65.27,54.15,0.0,62.94,120.88,132.39,7.03
02:00:00 22-10-2023,5,1789.09,46.04,55.52,0.0,61.04,94.42,102.08,5.45
03:00:00 22-10-2023,5,1455.31,31.29,50.04,0.0,41.96,78.86,85.87,6.08
04:00:00 22-10-2023,4,1348.5,23.25,43.87,0.0,28.37,73.99,80.75,7.03
05:00:00 22-10-2023,5,1428.6,19.67,39.76,0.01,22.41,76.82,83.7,8.23
06:00:00 22-10-2023,5,1548.77,16.09,37.01,0.02,20.5,78.6,86.05,8.87
07:00:00 22-10-2023,5,1708.98,15.65,33.24,0.53,21.46,79.61,89.32,10.26
08:00:00 22-10-2023,4,1428.6,12.74,32.56,5.1,29.8,56.56,63.35,7.22
09:00:00 22-10-2023,3,1308.44,10.51,32.22,24.68,33.38,48.01,54.21,6.84
10:00:00 22-10-2023,4,1241.68,7.49,32.9,70.1,38.15,53.68,60.22,7.28
11:00:00 22-10-2023,4,1121.52,3.69,26.39,140.19,36.72,63.96,69.91,6.78
12:00:00 22-10-2023,5,1108.17,2.04,23.31,205.99,42.44,84.57,90.4,6.65
13:00:00 22-10-2023,5,1241.68,1.37,23.31,266.08,54.36,116.67,122.96,6.97
14:00:00 22-10-2023,5,1428.6,1.15,30.5,306.13,70.57,149.44,156.67,7.85
15:00:00 22-10-2023,5,1708.98,0.87,49.35,314.71,95.37,194.36,203.33,8.11
16:00:00 22-10-2023,5,1815.8,0.29,61.01,271.8,99.18,200.09,209.88,7.16
17:00:00 22-10-2023,5,2056.12,0.06,69.23,175.95,83.92,174.82,185.66,7.79
18:00:00 22-10-2023,5,2750.4,0.0,91.85,94.41,85.83,186.31,200.41,8.99
19:00:00 22-10-2023,5,3257.75,0.0,116.53,50.07,90.6,229.64,248.04,9.5
20:00:00 22-10-2023,5,4592.9,6.31,138.46,7.6,79.15,318.21,352.67,24.07
21:00:00 22-10-2023,5,6248.47,27.49,146.69,0.0,92.51,430.51,484.54,53.7
22:00:00 22-10-2023,5,7156.37,42.92,153.54,0.0,111.58,516.32,574.54,85.12
23:00:00 22-10-2023,5,6729.13,45.6,139.83,0.0,103.95,509.67,553.92,90.18
00:00:00 23-10-2023,5,5233.76,35.32,98.71,0.0,61.04,415.0,439.25,55.73
01:00:00 23-10-2023,5,3898.62,22.13,61.69,0.05,29.8,324.56,335.31,20.27
02:00:00 23-10-2023,5,1522.06,0.0,30.16,53.64,20.98,134.24,137.32,2.79
03:00:00 23-10-2023,5,1268.39,0.0,30.85,41.84,23.6,96.16,99.4,4.31
04:00:00 23-10-2023,5,1335.14,0.27,45.24,18.95,36.72,92.14,96.59,6.71
05:00:00 23-10-2023,5,1495.36,9.39,65.12,0.87,63.9,103.31,110.2,10.01
06:00:00 23-10-2023,5,1682.28,25.48,73.34,0.01,83.92,121.46,130.74,10.77
07:00:00 23-10-2023,5,1842.5,27.94,71.29,1.81,80.11,133.42,145.0,10.89
08:00:00 23-10-2023,5,2029.42,23.02,70.6,8.31,73.43,130.64,143.26,10.89
09:00:00 23-10-2023,5,2189.64,20.56,79.51,15.02,82.02,127.19,140.97,11.65
10:00:00 23-10-2023,5,2216.34,16.54,93.22,21.82,94.41,125.22,139.7,12.29
11:00:00 23-10-2023,5,1762.39,7.15,84.31,35.05,80.11,97.71,109.07,10.01
12:00:00 23-10-2023,5,1482.01,4.69,75.4,36.84,71.53,81.99,90.92,8.36
13:00:00 23-10-2023,5,1441.96,3.63,76.09,32.19,71.53,78.4,86.4,7.98
14:00:00 23-10-2023,5,1482.01,5.59,82.94,17.17,78.2,77.2,85.31,8.87
15:00:00 23-10-2023,5,1682.28,19.22,87.74,4.11,96.32,85.76,95.5,10.77
16:00:00 23-10-2023,5,2002.72,43.36,87.74,1.3,118.26,101.49,113.43,12.16
17:00:00 23-10-2023,5,2910.61,82.25,98.71,0.56,148.77,143.77,160.13,15.07
18:00:00 23-10-2023,5,4112.24,114.44,109.67,0.03,156.4,195.01,217.18,16.09
19:00:00 23-10-2023,5,4646.3,109.97,109.67,0.0,129.7,219.19,246.24,15.71
20:00:00 23-10-2023,5,4699.71,81.36,102.82,0.0,96.32,220.38,252.55,16.72
21:00:00 23-10-2023,5,4646.3,64.37,90.48,0.0,75.34,216.96,254.7,18.49
22:00:00 23-10-2023,5,4592.9,59.01,78.83,0.0,67.71,220.23,263.09,20.52
23:00:00 23-10-2023,5,5607.6,80.47,68.55,0.0,66.76,273.92,320.04,27.87
00:00:00 24-10-2023,5,6515.5,106.39,59.63,0.0,71.53,321.99,368.57,38.5
01:00:00 24-10-2023,5,6622.31,118.02,56.21,0.0,84.88,330.46,371.44,51.68
02:00:00 24-10-2023,5,6301.88,119.81,53.47,0.0,93.46,327.24,361.71,68.9
03:00:00 24-10-2023,5,5714.42,113.55,43.53,0.0,79.15,311.02,339.43,67.89
04:00:00 24-10-2023,5,5020.14,101.92,33.24,0.0,54.84,279.5,301.63,44.58
05:00:00 24-10-2023,5,4058.84,83.15,28.45,0.0,40.05,219.46,236.46,20.52
06:00:00 24-10-2023,5,3578.19,75.1,22.96,0.0,37.67,181.6,198.59,16.47
07:00:00 24-10-2023,5,3685.0,80.47,18.85,0.05,44.82,172.54,194.66,19.0
08:00:00 24-10-2023,5,3044.13,83.15,30.5,0.15,73.43,132.34,155.86,18.49
09:00:00 24-10-2023,5,2456.67,85.83,41.81,0.15,104.9,110.38,131.33,13.81
10:00:00 24-10-2023,5,2964.02,89.41,43.87,0.36,99.18,117.32,145.96,21.53
11:00:00 24-10-2023,3,1321.79,23.47,47.98,13.05,59.6,49.02,60.31,9.25
12:00:00 24-10-2023,3,988.01,8.49,42.84,44.35,47.21,33.86,40.74,7.22
13:00:00 24-10-2023,4,1121.52,6.03,48.67,100.14,62.94,52.79,60.08,7.92
14:00:00 24-10-2023,4,1068.12,3.16,50.04,101.57,59.6,51.58,58.1,7.35
15:00:00 24-10-2023,4,1134.87,2.01,57.58,101.57,65.8,61.23,67.93,7.16
16:00:00 24-10-2023,4,1121.52,0.7,56.89,107.29,58.17,64.5,71.9,6.14
17:00:00 24-10-2023,4,1562.12,0.17,71.97,68.66,61.04,68.52,79.46,9.75
18:00:00 24-10-2023,5,2590.18,2.15,105.56,13.95,74.39,91.59,108.12,15.58
19:00:00 24-10-2023,5,3524.78,19.89,124.75,0.03,93.46,133.79,157.31,21.03
20:00:00 24-10-2023,5,3845.21,14.31,159.03,0.75,109.67,227.17,259.31,22.04
21:00:00 24-10-2023,5,5073.55,35.32,154.91,0.0,95.37,309.01,358.37,30.4
22:00:00 24-10-2023,5,5554.2,47.39,138.46,0.0,82.02,359.14,418.75,34.96
23:00:00 24-10-2023,5,4325.87,51.86,105.56,0.0,81.06,245.56,288.4,40.02
00:00:00 25-10-2023,5,4005.43,50.96,93.22,0.0,72.48,228.72,263.65,41.04
01:00:00 25-10-2023,5,3898.62,54.09,86.37,0.0,76.29,219.1,248.91,44.58
02:00:00 25-10-2023,5,4966.74,67.95,74.03,0.0,64.85,313.75,338.9,47.12
03:00:00 25-10-2023,5,4325.87,59.01,60.32,0.0,50.54,259.05,276.28,35.46
04:00:00 25-10-2023,5,3685.0,49.17,54.15,0.0,41.01,219.13,232.29,23.05
05:00:00 25-10-2023,5,2777.1,33.08,58.26,0.0,44.82,182.09,193.15,11.91
06:00:00 25-10-2023,5,2670.29,38.0,56.21,0.0,51.98,179.99,192.92,10.26
07:00:00 25-10-2023,5,2937.32,55.88,56.89,0.0,70.57,207.98,225.93,11.27
08:00:00 25-10-2023,5,2964.02,91.2,98.71,0.29,152.59,278.81,296.86,3.61
09:00:00 25-10-2023,5,5180.36,189.54,101.45,0.14,169.75,379.92,409.55,13.68
10:00:00 25-10-2023,5,3070.83,110.86,112.41,3.49,185.01,255.24,272.93,7.92
11:00:00 25-10-2023,5,2056.12,54.99,91.85,11.44,118.26,151.28,163.32,8.99
12:00:00 25-10-2023,5,1895.9,51.86,85.68,1.45,82.02,94.33,105.31,9.25
13:00:00 25-10-2023,4,1468.66,41.13,61.01,3.44,72.48,55.33,64.28,8.99
14:00:00 25-10-2023,5,2109.53,35.76,104.19,7.15,116.35,124.59,135.83,8.04
15:00:00 25-10-2023,3,1415.25,45.6,53.47,2.1,82.97,39.77,49.02,10.39
16:00:00 25-10-2023,5,2029.42,38.0,104.19,5.32,94.41,114.41,127.34,7.79
17:00:00 25-10-2023,5,2002.72,67.06,58.26,0.69,88.69,56.49,71.22,14.57
18:00:00 25-10-2023,5,2162.93,54.09,78.14,0.07,94.41,76.89,91.66,12.03
19:00:00 25-10-2023,5,4486.08,118.02,67.17,0.0,94.41,121.98,151.17,19.0
20:00:00 25-10-2023,5,2510.07,64.37,67.86,0.0,101.09,85.96,106.09,16.72
21:00:00 25-10-2023,5,2536.77,59.9,63.06,0.0,91.55,90.11,113.97,17.48
22:00:00 25-10-2023,5,2376.56,51.41,56.21,0.0,79.15,87.33,113.53,16.21
23:00:00 25-10-2023,5,2483.37,49.62,48.67,0.0,63.9,92.89,123.29,13.93
00:00:00 26-10-2023,5,2723.69,53.64,42.84,0.0,50.07,139.09,179.19,16.21
01:00:00 26-10-2023,5,3417.97,83.15,30.85,0.0,49.11,126.43,161.88,16.72
02:00:00 26-10-2023,5,2456.67,54.09,33.93,0.0,42.92,95.12,125.07,12.79
03:00:00 26-10-2023,5,2296.45,58.11,32.9,0.0,49.59,94.61,119.92,11.91
04:00:00 26-10-2023,5,2349.85,66.16,27.08,0.0,45.78,103.51,127.37,16.21
05:00:00 26-10-2023,5,2002.72,57.22,26.39,0.0,45.78,91.08,111.94,15.71
06:00:00 26-10-2023,5,1922.61,56.33,25.36,0.0,48.16,87.22,107.88,15.2
07:00:00 26-10-2023,4,1308.44,61.69,50.04,1.43,102.04,56.69,71.03,10.51
08:00:00 26-10-2023,4,1575.47,68.84,45.24,5.99,105.86,60.83,77.15,12.16
09:00:00 26-10-2023,4,1735.69,65.27,47.98,9.57,103.95,61.07,79.01,13.05
10:00:00 26-10-2023,4,1708.98,54.99,58.26,14.48,105.86,60.78,79.41,13.81
11:00:00 26-10-2023,3,1041.41,19.89,52.78,35.76,67.71,35.89,46.79,8.11
12:00:00 26-10-2023,3,814.44,8.16,48.67,47.21,54.84,27.42,35.59,6.27
13:00:00 26-10-2023,2,727.65,3.44,45.24,50.07,46.25,22.75,29.66,5.64
